MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:109378	Epha8	Eph receptor A8	4		positive regulation of MAPK cascade			IDA		J:177162 	
MGI:1096337	Ephb1	Eph receptor B1	9		regulation of ERK1 and ERK2 cascade			ISO	P54762 	J:164563 	
MGI:1096337	Ephb1	Eph receptor B1	9		regulation of ERK1 and ERK2 cascade			ISS	P54762 	J:342587 	
MGI:1096337	Ephb1	Eph receptor B1	9		regulation of JNK cascade			ISO	P54762 	J:164563 	
MGI:1096337	Ephb1	Eph receptor B1	9		regulation of JNK cascade			ISS	P54762 	J:342587 	
MGI:99611	Ephb2	Eph receptor B2	4		negative regulation of ERK1 and ERK2 cascade	is a part of ephrin receptor signaling pathway		IDA		J:242479 	
MGI:95407	Epo	erythropoietin	5		positive regulation of ERK1 and ERK2 cascade			IEA	ENSRNOP00000001914 P29676 	J:342605 	
MGI:95407	Epo	erythropoietin	5		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2559 	J:155856 	
MGI:95408	Epor	erythropoietin receptor	9		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2560 	J:155856 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		positive regulation of MAP kinase activity			ISO	P04626 	J:164563 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		positive regulation of MAPK cascade			IBA	P00533 P04626 PTN000698827 Q15303 RGD:2543 RGD:2561 	J:161428 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		positive regulation of MAPK cascade			ISO	RGD:2561 	J:155856 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		regulation of ERK1 and ERK2 cascade			ISO	P04626 	J:164563 	
MGI:95410	Erbb2	erb-b2 receptor tyrosine kinase 2	11		regulation of ERK1 and ERK2 cascade			ISS	P04626 	J:342587 	
MGI:95411	Erbb3	erb-b2 receptor tyrosine kinase 3	10		positive regulation of MAPK cascade			IBA	P00533 P04626 PTN000698827 Q15303 RGD:2543 RGD:2561 	J:161428 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		positive regulation of ERK1 and ERK2 cascade			ISO	Q15303 	J:164563 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		positive regulation of ERK1 and ERK2 cascade			ISS	Q15303 	J:342587 	
MGI:104771	Erbb4	erb-b2 receptor tyrosine kinase 4	1		positive regulation of MAPK cascade			IBA	P00533 P04626 PTN000698827 Q15303 RGD:2543 RGD:2561 	J:161428 	
MGI:1100494	Ercc6	excision repair cross-complementing rodent repair deficiency, complementation group 6	14		JNK cascade			IMP	MGI:1932102 	J:111758 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		positive regulation of JUN kinase activity	is a part of response to endoplasmic reticulum stress		IMP		J:132966 	
MGI:1930134	Ern1	endoplasmic reticulum to nucleus signalling 1	11		positive regulation of JUN kinase activity			ISO	O75460 	J:164563 	
MGI:1349436	Ern2	endoplasmic reticulum to nucleus signalling 2	7		positive regulation of JUN kinase activity	is a part of response to endoplasmic reticulum stress		IDA		J:132966 	
MGI:1914647	Erp29	endoplasmic reticulum protein 29	5		positive regulation of MAP kinase activity			ISO	P30040 	J:164563 	
MGI:1914647	Erp29	endoplasmic reticulum protein 29	5		positive regulation of MAPK cascade			IEA	ENSP00000261735 P30040 	J:342605 	
MGI:1921405	Errfi1	ERBB receptor feedback inhibitor 1	4		negative regulation of ERK1 and ERK2 cascade			ISO	RGD:1307599 	J:155856 	
MGI:1352467	Esr1	estrogen receptor 1 (alpha)	10		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2581 	J:155856 	
MGI:109392	Esr2	estrogen receptor 2 (beta)	12		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2582 	J:155856 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		positive regulation of MAP kinase activity			ISO	Q15910 	J:164563 	
MGI:107940	Ezh2	enhancer of zeste 2 polycomb repressive complex 2 subunit	6		positive regulation of MAP kinase activity			ISS	Q15910 	J:342587 	
MGI:98931	Ezr	ezrin	17		negative regulation of ERK1 and ERK2 cascade			IEA	ENSP00000356042 P15311 	J:342605 	
MGI:98931	Ezr	ezrin	17		negative regulation of ERK1 and ERK2 cascade			ISO	P15311 	J:164563 	
MGI:98931	Ezr	ezrin	17		negative regulation of p38MAPK cascade			IEA	ENSP00000356042 P15311 	J:342605 	
MGI:98931	Ezr	ezrin	17		negative regulation of p38MAPK cascade			ISO	P15311 	J:164563 	
MGI:101802	F2r	coagulation factor II thrombin receptor	13		positive regulation of ERK1 and ERK2 cascade			IDA		J:175344 	
MGI:101802	F2r	coagulation factor II thrombin receptor	13		positive regulation of MAPK cascade			ISO	RGD:2586 	J:155856 	
MGI:101802	F2r	coagulation factor II thrombin receptor	13		positive regulation of MAPK cascade			ISO	P25116 	J:164563 	
MGI:101802	F2r	coagulation factor II thrombin receptor	13		positive regulation of MAPK cascade			ISS	P25116 	J:342587 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		negative regulation of JNK cascade			IEA	ENSP00000296677 P55085 	J:342605 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		negative regulation of JNK cascade			ISO	P55085 	J:164563 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		positive regulation of ERK1 and ERK2 cascade			IBA	MGI:101910 P55085 PTN002796564 	J:161428 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		positive regulation of ERK1 and ERK2 cascade			IDA		J:175344 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		positive regulation of ERK1 and ERK2 cascade			ISO	P55085 	J:164563 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		positive regulation of JNK cascade			IEA	ENSP00000296677 P55085 	J:342605 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		positive regulation of JNK cascade			ISO	P55085 	J:164563 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		regulation of JNK cascade			ISO	P55085 	J:164563 	
MGI:101910	F2rl1	F2R like trypsin receptor 1	13		regulation of JNK cascade			ISS	P55085 	J:342587 	
MGI:107892	Fam3c	FAM3 metabolism regulating signaling molecule C	6		ERK1 and ERK2 cascade			IMP		J:340691 	
MGI:1919128	Fam83d	family with sequence similarity 83, member D	2		regulation of ERK1 and ERK2 cascade			IBA	PTN002700867 Q9H4H8 	J:161428 	
MGI:1919128	Fam83d	family with sequence similarity 83, member D	2		regulation of ERK1 and ERK2 cascade			ISO	Q9H4H8 	J:164563 	
MGI:1919128	Fam83d	family with sequence similarity 83, member D	2		regulation of ERK1 and ERK2 cascade			ISS	Q9H4H8 	J:342587 	
MGI:95484	Fas	Fas cell surface death receptor	19		regulation of stress-activated MAPK cascade			IBA	P25445 PTN002930185 	J:161428 	
MGI:95484	Fas	Fas cell surface death receptor	19		regulation of stress-activated MAPK cascade			ISO	P25445 	J:164563 	
MGI:95487	Fbln1	fibulin 1	15		negative regulation of ERK1 and ERK2 cascade			IEA	ENSP00000331544 P23142 	J:342605 	
MGI:95487	Fbln1	fibulin 1	15		negative regulation of ERK1 and ERK2 cascade			ISO	P23142 	J:164563 	
MGI:1924223	Fbxo21	F-box protein 21	5		ERK1 and ERK2 cascade			IMP		J:333469 	
MGI:1354695	Fbxw7	F-box and WD-40 domain protein 7	3		positive regulation of ERK1 and ERK2 cascade			ISO	Q969H0 	J:164563 	
MGI:1354695	Fbxw7	F-box and WD-40 domain protein 7	3		positive regulation of ERK1 and ERK2 cascade			ISS	Q969H0 	J:342587 	
MGI:95494	Fcer1a	Fc receptor, IgE, high affinity I, alpha polypeptide	1		positive regulation of JUN kinase activity			IDA		J:37676 	
MGI:95494	Fcer1a	Fc receptor, IgE, high affinity I, alpha polypeptide	1		positive regulation of MAP kinase activity	happens in mast cell		IDA		J:37676 	
MGI:95499	Fcgr2b	Fc receptor, IgG, low affinity IIb	1		positive regulation of JNK cascade	happens in cerebral cortex neuron,is a part of cellular response to amyloid-beta		IMP		J:201623 	
MGI:1335089	Fem1a	fem 1 homolog a	17		negative regulation of MAP kinase activity			IDA		J:135247 	
MGI:2385001	Fermt2	fermitin family member 2	14		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000340391 Q96AC1 	J:342605 	
MGI:2385001	Fermt2	fermitin family member 2	14		positive regulation of ERK1 and ERK2 cascade			ISO	Q96AC1 	J:164563 	
MGI:2147577	Ffar4	free fatty acid receptor 4	19		positive regulation of ERK1 and ERK2 cascade			IMP		J:99416 	
MGI:1316726	Fga	fibrinogen alpha chain	3		positive regulation of ERK1 and ERK2 cascade			ISO	P02671 	J:164563 	
MGI:99501	Fgb	fibrinogen beta chain	3		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000306099 P02675 	J:342605 	
MGI:99501	Fgb	fibrinogen beta chain	3		positive regulation of ERK1 and ERK2 cascade			ISO	P02675 	J:164563 	
MGI:1347084	Fgd2	FYVE, RhoGEF and PH domain containing 2	17		positive regulation of JUN kinase activity			IGI	MGI:106211 	J:143609 	
MGI:2183747	Fgd4	FYVE, RhoGEF and PH domain containing 4	16		positive regulation of JNK cascade			ISO	RGD:708357 	J:155856 	
MGI:2183747	Fgd4	FYVE, RhoGEF and PH domain containing 4	16		positive regulation of JUN kinase activity			ISO	O88387 	J:78214 	
MGI:95515	Fgf1	fibroblast growth factor 1	18		positive regulation of ERK1 and ERK2 cascade			ISO	P05230 	J:164563 	
MGI:95515	Fgf1	fibroblast growth factor 1	18		positive regulation of ERK1 and ERK2 cascade			ISS	P05230 	J:342587 	
MGI:95515	Fgf1	fibroblast growth factor 1	18		positive regulation of MAP kinase activity			ISO	P05230 	J:164563 	
MGI:95515	Fgf1	fibroblast growth factor 1	18		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		ERK1 and ERK2 cascade	happens in neural stem cell		IDA		J:119299 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of ERK1 and ERK2 cascade	positively regulates ERK1 and ERK2 cascade		IDA		J:119299 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of ERK1 and ERK2 cascade			IDA		J:287039 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of ERK1 and ERK2 cascade			ISO	RGD:2609 	J:155856 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of ERK1 and ERK2 cascade			ISO	P09038 	J:164563 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of MAP kinase activity			ISO	P09038 	J:164563 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of MAPK cascade			IDA		J:105250 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of MAPK cascade			ISO	P09038 	J:164563 	
MGI:95517	Fgf3	fibroblast growth factor 3	7		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:95518	Fgf4	fibroblast growth factor 4	7		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000168712 P08620 	J:342605 	
MGI:95518	Fgf4	fibroblast growth factor 4	7		positive regulation of ERK1 and ERK2 cascade			ISO	P08620 	J:164563 	
MGI:95518	Fgf4	fibroblast growth factor 4	7		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:95519	Fgf5	fibroblast growth factor 5	5		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:95520	Fgf6	fibroblast growth factor 6	6		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:95521	Fgf7	fibroblast growth factor 7	2		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:99604	Fgf8	fibroblast growth factor 8	19		MAPK cascade	happens in mesodermal cell,happens in mesenchyme derived from splanchnopleure		IMP	MGI:2654594 MGI:2686864 	J:109474 	
MGI:99604	Fgf8	fibroblast growth factor 8	19		positive regulation of ERK1 and ERK2 cascade			IGI	MGI:99511 	J:205567 	
MGI:99604	Fgf8	fibroblast growth factor 8	19		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:104723	Fgf9	fibroblast growth factor 9	14		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:104723	Fgf9	fibroblast growth factor 9	14		positive regulation of MAPK cascade			ISO	P36364 	J:73065 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		ERK1 and ERK2 cascade	happens in left lung rudiment epithelium,happens in right lung rudiment epithelium		IGI	MGI:1345138 	J:174194 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		ERK1 and ERK2 cascade	happens in left lung rudiment epithelium,happens in right lung rudiment epithelium		IGI	MGI:1345139 	J:174194 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		ERK1 and ERK2 cascade	happens in epithelium of seminal vesicle		IGI	MGI:95523 	J:119935 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		ERK1 and ERK2 cascade	happens in fibroblast		IMP	MGI:1859647 	J:89611 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		ERK1 and ERK2 cascade			ISO	O15520 	J:164563 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of ERK1 and ERK2 cascade	positively regulates ERK1 and ERK2 cascade		IGI	MGI:1345138 	J:174194 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of ERK1 and ERK2 cascade	positively regulates ERK1 and ERK2 cascade		IGI	MGI:1345139 	J:174194 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of ERK1 and ERK2 cascade	positively regulates ERK1 and ERK2 cascade		IGI	MGI:95523 	J:119935 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of ERK1 and ERK2 cascade	positively regulates ERK1 and ERK2 cascade		IMP	MGI:1859647 	J:89611 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1099809	Fgf10	fibroblast growth factor 10	13		positive regulation of MAPK cascade			ISO	O15520 	J:164563 	
MGI:109183	Fgf12	fibroblast growth factor 12	16		JNK cascade			ISO	P61328-2 	J:73065 	
MGI:109178	Fgf13	fibroblast growth factor 13	X		MAPK cascade			ISO	Q92913 	J:73065 	
MGI:109189	Fgf14	fibroblast growth factor 14	14		JNK cascade			ISO	Q92915-2 	J:73065 	
MGI:1096383	Fgf15	fibroblast growth factor 15	7		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000294312 O95750 	J:342605 	
MGI:1096383	Fgf15	fibroblast growth factor 15	7		positive regulation of ERK1 and ERK2 cascade			ISO	O95750 	J:164563 	
MGI:1096383	Fgf15	fibroblast growth factor 15	7		positive regulation of JNK cascade			IEA	ENSP00000294312 O95750 	J:342605 	
MGI:1096383	Fgf15	fibroblast growth factor 15	7		positive regulation of JNK cascade			ISO	O95750 	J:164563 	
MGI:1096383	Fgf15	fibroblast growth factor 15	7		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1931627	Fgf16	fibroblast growth factor 16	X		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1202401	Fgf17	fibroblast growth factor 17	14		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1277980	Fgf18	fibroblast growth factor 18	11		ERK1 and ERK2 cascade	happens in osteoblast		IDA		J:75070 	
MGI:1277980	Fgf18	fibroblast growth factor 18	11		positive regulation of ERK1 and ERK2 cascade	positively regulates ERK1 and ERK2 cascade		IDA		J:75070 	
MGI:1277980	Fgf18	fibroblast growth factor 18	11		positive regulation of MAP kinase activity			ISO	O76093 	J:164563 	
MGI:1277980	Fgf18	fibroblast growth factor 18	11		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1891346	Fgf20	fibroblast growth factor 20	8		positive regulation of ERK1 and ERK2 cascade			ISO	Q9EST9 	J:73065 	
MGI:1891346	Fgf20	fibroblast growth factor 20	8		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1861377	Fgf21	fibroblast growth factor 21	7		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000471477 Q9NSA1 	J:342605 	
MGI:1861377	Fgf21	fibroblast growth factor 21	7		positive regulation of ERK1 and ERK2 cascade			ISO	Q9NSA1 	J:164563 	
MGI:1861377	Fgf21	fibroblast growth factor 21	7		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1861377	Fgf21	fibroblast growth factor 21	7		positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			IGI	MGI:1932466 	J:153198 	
MGI:1861377	Fgf21	fibroblast growth factor 21	7		positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			IGI	MGI:95522 	J:153198 	
MGI:1861377	Fgf21	fibroblast growth factor 21	7		positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			IGI	MGI:95524 	J:153198 	
MGI:1914362	Fgf22	fibroblast growth factor 22	10		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1891427	Fgf23	fibroblast growth factor 23	6		ERK1 and ERK2 cascade	is a part of calcium ion homeostasis,is a part of response to sodium phosphate		IDA		J:201223 	
MGI:1891427	Fgf23	fibroblast growth factor 23	6		MAPK cascade			IDA		J:206158 	
MGI:1891427	Fgf23	fibroblast growth factor 23	6		positive regulation of ERK1 and ERK2 cascade			IDA		J:117479 	
MGI:1891427	Fgf23	fibroblast growth factor 23	6		positive regulation of MAPK cascade			IBA	MGI:1099809 MGI:1277980 MGI:1861377 MGI:1891427 MGI:95516 MGI:99604 O15520 O76093 O95750 P05230 P08620 P09038 PTN000160075 Q9NSA1 RGD:2609 RGD:71068 	J:161428 	
MGI:1891427	Fgf23	fibroblast growth factor 23	6		positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			IGI	MGI:1101771 	J:110570 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of MAP kinase activity			ISO	P11362 	J:164563 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of MAPK cascade			IBA	MGI:95522 MGI:95523 MGI:95524 P11362 P21802 P22455 P22607 PTN004704281 	J:161428 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of MAPK cascade			ISO	P11362 	J:164563 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			IGI	MGI:1861377 	J:153198 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			IGI	MGI:1932466 	J:153198 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		ERK1 and ERK2 cascade	happens in epithelium of seminal vesicle		IGI	MGI:1099809 	J:119935 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		positive regulation of ERK1 and ERK2 cascade	positively regulates ERK1 and ERK2 cascade		IGI	MGI:1099809 	J:119935 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		positive regulation of MAPK cascade			IBA	MGI:95522 MGI:95523 MGI:95524 P11362 P21802 P22455 P22607 PTN004704281 	J:161428 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		positive regulation of MAPK cascade			ISO	P21802 	J:164563 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		regulation of ERK1 and ERK2 cascade			IMP	MGI:3629660 	J:114396 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		ERK1 and ERK2 cascade			IMP	MGI:2135670 	J:157951 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		MAPK cascade	happens in lens		IMP		J:68695 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		p38MAPK cascade			IMP	MGI:2135670 	J:157951 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of ERK1 and ERK2 cascade			ISO	P22607 	J:164563 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of ERK1 and ERK2 cascade			ISS	P22607 	J:342587 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of MAPK cascade			IBA	MGI:95522 MGI:95523 MGI:95524 P11362 P21802 P22455 P22607 PTN004704281 	J:161428 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of MAPK cascade	happens in chondrocyte		IDA		J:88289 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of MAPK cascade	positively regulates MAPK cascade		IMP		J:68695 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of MAPK cascade			ISO	P22607 	J:164563 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of MAPK cascade			ISO	Q9JHX9 	J:73065 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of MAPK cascade			ISS	P22607 	J:342587 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			IGI	MGI:1861377 	J:153198 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway			IGI	MGI:1932466 	J:153198 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		positive regulation of ERK1 and ERK2 cascade			IBA	P22455 PTN004704289 	J:161428 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		positive regulation of ERK1 and ERK2 cascade			ISO	P22455 	J:164563 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		positive regulation of ERK1 and ERK2 cascade			ISS	P22455 	J:342587 	
MGI:95526	Fgg	fibrinogen gamma chain	3		positive regulation of ERK1 and ERK2 cascade			ISO	P02679 	J:164563 	
MGI:2179507	Fktn	fukutin	4		negative regulation of JNK cascade			ISO	O75072 	J:164563 	
MGI:2179507	Fktn	fukutin	4		negative regulation of JNK cascade			ISS	O75072 	J:342587 	
MGI:2442184	Flcn	folliculin	11		ERK1 and ERK2 cascade	happens in metanephros,happens in kidney epithelial cell		IMP	MGI:3774414 	J:130978 	
MGI:2442184	Flcn	folliculin	11		ERK1 and ERK2 cascade	happens in embryonic stem cell		IMP	MGI:4348628 	J:173708 	
MGI:2442184	Flcn	folliculin	11		negative regulation of ERK1 and ERK2 cascade	negatively regulates ERK1 and ERK2 cascade		IMP	MGI:3774414 	J:130978 	
MGI:2442184	Flcn	folliculin	11		negative regulation of ERK1 and ERK2 cascade	negatively regulates ERK1 and ERK2 cascade		IMP	MGI:4348628 	J:173708 	
MGI:95558	Flt1	FMS-like tyrosine kinase 1	5		positive regulation of MAP kinase activity			ISO	P17948 	J:164563 	
MGI:95558	Flt1	FMS-like tyrosine kinase 1	5		positive regulation of MAPK cascade			IBA	P17948 PTN008404994 RGD:2621 	J:161428 	
MGI:95558	Flt1	FMS-like tyrosine kinase 1	5		positive regulation of MAPK cascade			ISO	RGD:2621 	J:155856 	
MGI:95558	Flt1	FMS-like tyrosine kinase 1	5		positive regulation of MAPK cascade			ISO	P17948 	J:164563 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		positive regulation of ERK1 and ERK2 cascade			IEA	ENSP00000261937 P35916 	J:342605 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		positive regulation of ERK1 and ERK2 cascade			ISO	P35916 	J:164563 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		positive regulation of JNK cascade			IEA	ENSP00000261937 P35916 	J:342605 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		positive regulation of JNK cascade			ISO	P35916 	J:164563 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		positive regulation of MAPK cascade			IBA	P35916 PTN002814453 	J:161428 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		positive regulation of MAPK cascade			ISO	P35916 	J:164563 	
MGI:95566	Fn1	fibronectin 1	1		regulation of ERK1 and ERK2 cascade			IEA	ENSP00000346839 P02751 	J:342605 	
MGI:95566	Fn1	fibronectin 1	1		regulation of ERK1 and ERK2 cascade			ISO	P02751 	J:164563 	
MGI:1347487	Foxm1	forkhead box M1	6		negative regulation of stress-activated MAPK cascade			ISO	Q08050 	J:164563 	
MGI:1890077	Foxo1	forkhead box O1	3		negative regulation of stress-activated MAPK cascade			IEA	ENSP00000368880 Q12778 	J:342605 	
