MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1918813	Fam110c	family with sequence similarity 110, member C	12		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q1W6H9 	J:342587 	
MGI:1919429	Fbxl2	F-box and leucine-rich repeat protein 2	9		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q9UKC9 	J:164563 	
MGI:1919429	Fbxl2	F-box and leucine-rich repeat protein 2	9		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q9UKC9 	J:342587 	
MGI:105917	Fer	FER tyrosine kinase	17		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:66245 	
MGI:2385001	Fermt2	fermitin family member 2	14		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000340391 Q96AC1 	J:342605 	
MGI:2385001	Fermt2	fermitin family member 2	14		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q96AC1 	J:164563 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in neural stem cell		IDA		J:119299 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	positively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IDA		J:119299 	
MGI:95516	Fgf2	fibroblast growth factor 2	3		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P09038 	J:164563 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000400162 P11362 	J:342605 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P11362 	J:164563 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P22607 	J:164563 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P22607 	J:342587 	
MGI:95527	Fgr	FGR proto-oncogene, Src family tyrosine kinase	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000363117 P09769 	J:342605 	
MGI:95527	Fgr	FGR proto-oncogene, Src family tyrosine kinase	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P09769 	J:164563 	
MGI:2447586	Fkrp	fukutin related protein	7		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:4835411 	J:258876 	
MGI:2442184	Flcn	folliculin	11		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP	MGI:3774416 	J:154667 	
MGI:2442184	Flcn	folliculin	11		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in metanephros		IMP	MGI:3774416 	J:154667 	
MGI:95558	Flt1	FMS-like tyrosine kinase 1	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P17948 	J:164563 	
MGI:95566	Fn1	fibronectin 1	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000346839 P02751 	J:342605 	
MGI:95566	Fn1	fibronectin 1	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P02751 	J:164563 	
MGI:95583	Fshr	follicle stimulating hormone receptor	17		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P23945 	J:164563 	
MGI:95583	Fshr	follicle stimulating hormone receptor	17		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P23945 	J:342587 	
MGI:95602	Fyn	Fyn proto-oncogene	10		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2641 	J:155856 	
MGI:1333854	Gab2	growth factor receptor bound protein 2-associated protein 2	7		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:70424 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in platelet		IGI	MGI:104294 	J:95952 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in platelet		IGI	MGI:1347244 	J:95952 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in platelet		IGI	MGI:96965 	J:95952 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in erythroblast		IMP	MGI:2675495 	J:131177 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:61913 	J:155856 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q14393 	J:164563 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q14393 	J:342587 	
MGI:95660	Gas6	growth arrest specific 6	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q63772 	J:342587 	
MGI:95663	Gata3	GATA binding protein 3	2		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:175335 	
MGI:95663	Gata3	GATA binding protein 3	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P23771 	J:164563 	
MGI:95663	Gata3	GATA binding protein 3	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P23771 	J:342587 	
MGI:1100870	Gcnt2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	13		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:205650 	
MGI:1100870	Gcnt2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	13		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q8N0V5 	J:164563 	
MGI:1346047	Gdf15	growth differentiation factor 15	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99988 	J:164563 	
MGI:1346047	Gdf15	growth differentiation factor 15	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q99988 	J:342587 	
MGI:3607786	Gfral	GDNF family receptor alpha like	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q6UXV0 	J:164563 	
MGI:3607786	Gfral	GDNF family receptor alpha like	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q6UXV0 	J:342587 	
MGI:3651797	Gm14376	predicted gene 14376	7		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:344633 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000380277 Q99527 	J:342605 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99527 	J:164563 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:619845 	J:155856 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99527 	J:164563 	
MGI:1924104	Gper1	G protein-coupled estrogen receptor 1	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q99527 	J:342587 	
MGI:104887	Gpx1	glutathione peroxidase 1	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:2158814 	J:105089 	
MGI:1351339	Grm2	glutamate receptor, metabotropic 2	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSRNOP00000017607 P31421 	J:342605 	
MGI:1351339	Grm2	glutamate receptor, metabotropic 2	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2743 	J:155856 	
MGI:1861437	Gsk3b	glycogen synthase kinase 3 beta	16		phosphatidylinositol 3-kinase/protein kinase B signal transduction	is a part of meiosis I,happens in oocyte		IMP		J:335496 	
MGI:95915	H2-M3	histocompatibility 2, M region locus 3	17		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P17693 	J:164563 	
MGI:1346319	Hax1	HCLS1 associated X-1	3		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000329002 O00165 	J:342605 	
MGI:1346319	Hax1	HCLS1 associated X-1	3		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O00165 	J:164563 	
MGI:96070	Hbegf	heparin-binding EGF-like growth factor	18		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000230990 Q99075 	J:342605 	
MGI:96070	Hbegf	heparin-binding EGF-like growth factor	18		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q99075 	J:164563 	
MGI:104568	Hcls1	hematopoietic cell specific Lyn substrate 1	16		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000320176 P14317 	J:342605 	
MGI:104568	Hcls1	hematopoietic cell specific Lyn substrate 1	16		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P14317 	J:164563 	
MGI:1344360	Hcst	hematopoietic cell signal transducer	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	PTN000484054 Q9UBK5 	J:161428 	
MGI:1344360	Hcst	hematopoietic cell signal transducer	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000246551 Q9UBK5 	J:342605 	
MGI:1344360	Hcst	hematopoietic cell signal transducer	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q9UBK5 	J:164563 	
MGI:1097691	Hdac2	histone deacetylase 2	10		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP	MGI:3712002 	J:121697 	
MGI:96079	Hgf	hepatocyte growth factor	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000222390 P14210 	J:342605 	
MGI:96079	Hgf	hepatocyte growth factor	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P14210 	J:164563 	
MGI:96160	Hmga1	high mobility group AT-hook 1	17		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:3583805 	J:151243 	
MGI:98504	Hnf1a	HNF1 homeobox A	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSRNOP00000001565 P15257 	J:342605 	
MGI:98504	Hnf1a	HNF1 homeobox A	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:3828 	J:155856 	
MGI:1343124	Hpse	heparanase	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:124228 	
MGI:1343124	Hpse	heparanase	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q9Y251 	J:164563 	
MGI:109521	Htr2a	5-hydroxytryptamine (serotonin) receptor 2A	14		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P28223 	J:164563 	
MGI:109323	Htr2b	5-hydroxytryptamine (serotonin) receptor 2B	1		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P41595 	J:164563 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q12891 	J:164563 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q12891 	J:342587 	
MGI:96382	Iapp	islet amyloid polypeptide	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P10997 	J:164563 	
MGI:1915509	Ift80	intraflagellar transport 80	3		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:294967 	
MGI:96432	Igf1	insulin-like growth factor 1	10		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in metanephros		IDA		J:172256 	
MGI:96432	Igf1	insulin-like growth factor 1	10		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	MGI:96432 P05019 PTN005323157 RGD:2868 	J:161428 	
MGI:96432	Igf1	insulin-like growth factor 1	10		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:146446 	
MGI:96432	Igf1	insulin-like growth factor 1	10		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	positively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IDA		J:172256 	
MGI:96432	Igf1	insulin-like growth factor 1	10		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2868 	J:155856 	
MGI:96432	Igf1	insulin-like growth factor 1	10		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P05019 	J:164563 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP	MGI:2386328 	J:134608 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in ventral prostate gland,happens in prostate gland dorsolateral lobe		IMP	MGI:2386328 	J:134608 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	MGI:96433 MGI:96575 P06213 P08069 PTN000699611 RGD:2869 	J:161428 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	positively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP	MGI:2386328 	J:134608 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2869 	J:155856 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P08069 	J:164563 	
MGI:96434	Igf2	insulin-like growth factor 2	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	is a part of insulin receptor signaling pathway,is upstream of positive regulation of glycogen biosynthetic process		IMP		J:158405 	
MGI:96434	Igf2	insulin-like growth factor 2	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P01344 	J:164563 	
MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:138783 	
MGI:96559	Il6	interleukin 6	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2901 	J:155856 	
MGI:107936	Il18	interleukin 18	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000280357 Q14116 	J:342605 	
MGI:107936	Il18	interleukin 18	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q14116 	J:164563 	
MGI:1195267	Ilk	integrin linked kinase	7		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in sciatic nerve		IMP	MGI:3653044 MGI:4359600 	J:163221 	
MGI:1195267	Ilk	integrin linked kinase	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:620063 	J:155856 	
MGI:2158925	Inpp4b	inositol polyphosphate-4-phosphatase, type II	8		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:192203 	
MGI:1927753	Inpp5e	inositol polyphosphate-5-phosphatase E	2		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSRNOP00000073935 Q9WVR1 	J:342605 	
MGI:1927753	Inpp5e	inositol polyphosphate-5-phosphatase E	2		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:620478 	J:155856 	
MGI:2141867	Inpp5f	inositol polyphosphate-5-phosphatase F	7		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:4128518 	J:170072 	
MGI:2141867	Inpp5f	inositol polyphosphate-5-phosphatase F	7		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	D3ZKG7 	J:73065 	
MGI:1194899	Inpp5k	inositol polyphosphate 5-phosphatase K	11		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	MGI:1194899 PTN002598015 Q9BT40 	J:161428 	
MGI:1194899	Inpp5k	inositol polyphosphate 5-phosphatase K	11		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:177248 	
MGI:1194899	Inpp5k	inositol polyphosphate 5-phosphatase K	11		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q9BT40 	J:164563 	
MGI:1333787	Inppl1	inositol polyphosphate phosphatase-like 1	7		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IGI	MGI:1330281 	J:255538 	
MGI:96572	Ins1	insulin I	19		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P01308 	J:164563 	
MGI:96573	Ins2	insulin II	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	positively regulates 1-phosphatidylinositol-3-kinase activity		IDA		J:107119 	
MGI:96573	Ins2	insulin II	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P01308 	J:164563 	
MGI:96575	Insr	insulin receptor	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	MGI:96433 MGI:96575 P06213 P08069 PTN000699611 RGD:2869 	J:161428 	
MGI:96575	Insr	insulin receptor	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	is a part of insulin receptor signaling pathway,is upstream of positive regulation of glycogen biosynthetic process		IMP		J:158405 	
MGI:96575	Insr	insulin receptor	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P06213 	J:164563 	
MGI:99454	Irs1	insulin receptor substrate 1	1		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P35568 	J:164563 	
MGI:99454	Irs1	insulin receptor substrate 1	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in adipocyte		IMP		J:107119 	
MGI:99454	Irs1	insulin receptor substrate 1	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2922 	J:155856 	
MGI:109334	Irs2	insulin receptor substrate 2	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in adipocyte		IMP		J:107119 	
MGI:1194882	Irs3	insulin receptor substrate 3	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:107119 	
MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000303351 P05556 	J:342605 	
MGI:96610	Itgb1	integrin beta 1 (fibronectin receptor beta)	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P05556 	J:164563 	
MGI:1306802	Itgb1bp1	integrin beta 1 binding protein 1	12		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O14713 	J:164563 	
MGI:1306802	Itgb1bp1	integrin beta 1 binding protein 1	12		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	O14713 	J:342587 	
MGI:1338069	Itsn1	intersectin 1 (SH3 domain protein 1A)	16		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:129036 	
MGI:96629	Jak2	Janus kinase 2	19		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	is a part of cytokine-mediated signaling pathway		IMP		J:143703 	
MGI:2384811	Kbtbd2	kelch repeat and BTB (POZ) domain containing 2	6		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:5806485 	J:236520 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:2965 	J:155856 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P35968 	J:164563 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P35968 	J:342587 	
MGI:1342287	Klf4	Kruppel-like transcription factor 4 (gut)	4		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:621445 	J:155856 	
MGI:97320	Klk1b4	kallikrein 1-related pepidase b4	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:100216 	
MGI:2385045	Lemd2	LEM domain containing 2	17		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:221495 	
MGI:104663	Lep	leptin	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IBA	MGI:104663 PTN002620302 RGD:3000 	J:161428 	
MGI:104663	Lep	leptin	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:163162 	
MGI:104663	Lep	leptin	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:227387 	
MGI:104663	Lep	leptin	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	RGD:3000 	J:155856 	
MGI:104663	Lep	leptin	6		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P50596 	J:342587 	
MGI:1919949	Lime1	Lck interacting transmembrane adaptor 1	2		regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:129312 	
MGI:1890546	Lin28a	lin-28 homolog A	4		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:177113 	
MGI:1915522	Lingo1	leucine rich repeat and Ig domain containing 1	9		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in dopaminergic neuron,happens in midbrain		IDA		J:124946 	
MGI:1915671	Lmbrd1	LMBR1 domain containing 1	1		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction		PR:Q8K0B2-1	IMP	MGI:5559223 	J:204994 	
MGI:96817	Lox	lysyl oxidase	18		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:254644 	
MGI:96817	Lox	lysyl oxidase	18		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP	MGI:2657016 	J:254644 	
MGI:95794	Lrp2	low density lipoprotein receptor-related protein 2	2		phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000496870 P98164 	J:342605 	
MGI:95794	Lrp2	low density lipoprotein receptor-related protein 2	2		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P98164 	J:164563 	
MGI:96840	Ltk	leukocyte tyrosine kinase	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P29376 	J:164563 	
MGI:96840	Ltk	leukocyte tyrosine kinase	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	P29376 	J:342587 	
MGI:1354953	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2	5		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q86UL8 	J:164563 	
MGI:1354953	Magi2	membrane associated guanylate kinase, WW and PDZ domain containing 2	5		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q86UL8 	J:342587 	
MGI:1338823	Maz	MYC-associated zinc finger protein (purine-binding transcription factor)	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	P56270 	J:164563 	
MGI:108519	Meis3	Meis homeobox 3	7		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:166594 	
MGI:96965	Mertk	MER proto-oncogene tyrosine kinase	2		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in platelet		IGI	MGI:95660 	J:95952 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q9Y4C4 	J:164563 	
MGI:1098644	Mfhas1	malignant fibrous histiocytoma amplified sequence 1	8		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	Q9Y4C4 	J:342587 	
MGI:2676828	Mir143	microRNA 143	18		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:176266 	
MGI:2676880	Mir205	microRNA 205	1		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in stem cell of epidermis		IMP		J:201587 	
MGI:2676880	Mir205	microRNA 205	1		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	positively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP		J:201587 	
MGI:3629888	Mir423	microRNA 423	11		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:246556 	
MGI:3629888	Mir423	microRNA 423	11		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IMP		J:246556 	
MGI:3619426	Mir494	microRNA 494	12		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IDA		J:179488 	
MGI:1914277	Mkrn2	makorin, ring finger protein, 2	6		phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISS	B0F0H3 	J:342587 	
MGI:97010	Mmp3	matrix metallopeptidase 3	9		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	is a part of cellular response to oxidative stress		IMP		J:211455 	
MGI:99614	Mst1r	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000296474 Q04912 	J:342605 	
MGI:99614	Mst1r	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	9		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q04912 	J:164563 	
MGI:95691	Mstn	myostatin	1		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000260950 O14793 	J:342605 	
MGI:95691	Mstn	myostatin	1		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	O14793 	J:164563 	
MGI:1914404	Mtdh	metadherin	15		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			IEA	ENSP00000338235 Q86UE4 	J:342605 	
MGI:1914404	Mtdh	metadherin	15		positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction			ISO	Q86UE4 	J:164563 	
MGI:1099452	Mtm1	X-linked myotubular myopathy gene 1	X		negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in skeletal muscle tissue,negatively regulates phosphatidylinositol 3-kinase/protein kinase B signal transduction		IMP	MGI:2450997 	J:201107 	
MGI:1099452	Mtm1	X-linked myotubular myopathy gene 1	X		phosphatidylinositol 3-kinase/protein kinase B signal transduction	happens in skeletal muscle tissue		IMP	MGI:2450997 	J:201107 	
